chrom1,start1,end1,chrom2,start2,end2,pet_count,label
6,56771693,56774334,6,83122479,83125133,0,0
5,133783938,133788864,5,14775354,14776854,0,0
22,33009585,33011085,22,17705408,17707938,0,0
6,85353487,85357069,6,85370349,85373763,7,1
14,54364486,54369554,14,54370100,54372817,3,1
17,18085533,18087033,17,63808029,63813097,0,0
5,171368445,171369945,5,171370451,171372197,4,1
X,139072870,139079915,X,139103919,139108366,3,1
16,2266213,2267713,16,52469198,52474426,0,0
21,33287227,33288727,21,33290293,33295134,6,1
18,34377945,34380578,18,27258827,27261159,0,0
5,140316963,140324875,5,140343500,140346901,7,1
4,16499202,16500702,4,16501634,16510913,3,1
X,110182291,110190810,X,110197883,110200735,4,1
X,96103340,96105911,X,119110356,119111856,0,0
4,31888152,31889652,4,127696802,127698302,0,0
3,4526956,4528456,3,84727624,84732846,0,0
9,109498126,109502647,9,109511165,109517885,6,1
8,54735045,54737492,8,96649931,96651431,0,0
8,128617502,128623511,8,128630872,128635480,3,1
12,72713125,72721791,12,72731649,72734849,3,1
18,39981574,39983074,18,42430241,42437232,0,0
7,44568205,44570890,7,157954871,157956371,0,0
6,88970720,88974576,6,114647815,114649315,0,0
21,37699884,37702535,21,37710549,37716669,3,1
9,34802033,34809110,9,35287575,35292503,3,1
19,19338247,19339747,19,54280959,54283070,0,0
4,106985310,106989429,4,180335933,180337433,0,0
5,137872789,137877615,5,137962931,137964431,3,1
21,46278719,46282013,21,19415710,19418824,0,0
4,113335283,113337954,4,113348428,113354369,4,1
16,77330597,77333078,16,77366745,77373091,3,1
18,71895550,71897486,18,2306007,2308952,0,0
4,175560534,175562034,4,175563230,175564730,3,1
7,67511280,67514394,7,41092613,41099592,0,0
X,107209904,107211404,X,32293616,32295623,0,0
3,165976473,165980131,3,22863611,22865111,0,0
X,151023095,151027259,X,88593037,88597149,0,0
22,46909604,46911104,22,40945969,40949645,0,0
5,73997384,73998884,5,59051364,59053915,0,0
19,33038322,33039822,19,52971559,52973059,0,0
16,52997306,52998806,16,50776448,50780676,0,0
1,46382611,46385572,1,46721271,46728499,4,1
21,21948080,21949580,21,21950952,21954132,3,1
4,18287517,18289017,4,165951519,165953019,0,0
11,92126702,92130751,11,65522385,65523885,0,0
17,28109587,28112019,17,76586086,76587586,0,0
X,110467420,110468920,X,94371374,94374340,0,0
14,23127567,23132088,14,23155006,23159029,3,1
8,32098861,32101097,8,32111238,32114006,3,1
7,7172993,7176378,7,90296145,90298037,0,0
11,20206034,20207534,11,72729345,72732403,0,0
18,39338830,39342446,18,9177976,9180033,0,0
8,24024631,24028705,8,24029507,24033395,6,1
1,187338605,187342057,1,24834490,24836823,0,0
11,122321490,122324004,11,13008878,13011992,0,0
5,37854608,37861954,5,38190926,38195693,4,1
19,42258401,42261142,19,42308878,42315315,3,1
5,73337320,73338820,5,73348726,73353284,4,1
1,183668851,183670956,1,247495987,247497683,0,0
20,34871720,34876747,20,35214631,35222698,4,1
14,21552569,21554426,14,21563481,21565760,3,1
11,33922224,33926351,11,129155228,129156971,0,0
18,22439591,22443152,18,22457271,22462081,5,1
18,78252694,78254194,18,44208804,44211662,0,0
18,29131725,29135095,18,29136035,29140131,5,1
19,47238457,47242522,19,47250512,47252012,3,1
13,43904575,43906205,13,85846255,85847755,0,0
8,60765758,60769103,8,78506371,78510068,0,0
1,247122119,247126422,1,85886963,85888463,0,0
13,101676829,101680071,13,101694827,101697492,3,1
16,68260813,68264993,16,68352650,68362646,3,1
18,64821509,64823009,18,6339971,6341471,0,0
19,6538939,6540439,19,1885396,1886896,0,0
8,135272708,135277794,8,135364798,135368675,4,1
21,29435881,29438353,21,29448762,29456387,4,1
5,118518102,118521943,5,118531229,118535025,3,1
5,31765810,31769857,5,31773536,31778232,5,1
X,63450476,63454428,X,135947107,135948607,0,0
11,45927489,45936904,11,46295051,46301324,3,1
14,95112028,95113528,14,84601253,84602753,0,0
6,28513812,28517919,6,5548762,5552649,0,0
1,4121875,4124187,1,78443954,78445454,0,0
20,47493509,47496127,20,46666474,46671167,0,0
18,50746092,50752357,18,50974800,50977656,3,1
8,6335375,6338028,8,6357975,6361254,3,1
17,52343079,52346131,17,77031829,77034230,0,0
5,57147552,57150950,5,57162751,57165521,3,1
21,38740787,38746234,21,38763102,38764602,5,1
11,64490119,64498810,11,64846359,64848449,3,1
21,19175994,19178180,21,19188850,19191592,3,1
8,52914611,52916111,8,143619657,143623290,0,0
21,35538194,35540129,21,34785116,34787056,0,0
2,26729414,26734649,2,26742928,26747354,12,1
7,133961652,133965192,7,3420957,3422457,0,0
16,5331826,5333326,16,52615596,52619745,0,0
3,29190096,29192641,3,104232290,104234301,0,0
22,23367335,23371205,22,23566403,23573876,4,1
5,149016661,149020814,5,149126863,149133490,3,1
4,5355295,5364232,4,5501415,5503630,3,1
21,40400092,40402145,21,40115369,40118106,0,0
7,66940985,66945567,7,66189781,66191281,0,0
5,88714429,88716864,5,88726630,88731559,3,1
12,72620608,72623454,12,59667559,59669059,0,0
8,139364349,139366702,8,139387121,139393895,5,1
16,85579123,85590798,16,85677059,85685025,3,1
2,200454187,200459807,2,178746696,178750568,0,0
14,47706418,47709545,14,54079260,54084004,0,0
19,8668985,8670939,19,13857950,13859450,0,0
21,30296605,30301324,21,30316344,30323282,4,1
18,50889676,50893823,18,48529808,48536285,0,0
2,59238391,59241828,2,60207525,60209025,0,0
19,49645173,49647562,19,49653891,49661387,9,1
1,176270403,176274917,1,176277677,176279921,3,1
3,194682091,194684124,3,195247072,195258911,4,1
20,46330245,46333012,20,36447035,36449292,0,0
20,45444618,45449154,20,45703800,45709146,4,1
1,97958818,97964797,1,214450660,214453486,0,0
6,15068822,15072075,6,113116199,113118364,0,0
6,55885456,55888206,6,7238441,7240352,0,0
13,83671537,83675027,13,42131242,42134805,0,0
12,123934662,123938385,12,123957163,123961586,5,1
7,81783194,81784694,7,115900505,115902005,0,0
9,129171445,129175182,9,132472605,132477324,0,0
X,40183720,40185220,X,40186244,40191466,5,1
1,170152793,170155955,1,169374926,169376989,0,0
7,129137884,129141209,7,129162216,129165581,6,1
8,9453838,9455338,8,23586802,23590716,0,0
19,4156510,4160419,19,4163884,4165384,4,1
4,15535945,15538285,4,128251409,128254375,0,0
8,73914226,73915726,8,50468950,50470450,0,0
13,73078699,73080199,13,50920435,50923184,0,0
1,24863591,24868604,1,24887478,24891477,3,1
20,51861071,51866008,20,51898988,51902171,5,1
16,78731330,78732830,16,6118538,6120038,0,0
17,35548023,35553618,17,16884169,16890040,0,0
21,25630044,25633158,21,25634564,25636316,3,1
8,38058475,38062695,8,38069583,38071894,3,1
3,87385215,87390461,3,87396199,87399405,5,1
13,111520319,111526486,13,112442047,112445546,3,1
19,14069745,14077700,19,14334801,14340219,3,1
18,27728489,27729989,18,21149439,21150939,0,0
16,88923396,88929158,16,62205442,62209502,0,0
2,72927172,72934101,2,72943203,72947843,3,1
14,85414777,85418333,14,34538525,34541204,0,0
19,46747738,46752852,19,46757374,46760380,14,1
14,79719417,79725794,14,79431286,79433102,0,0
1,234455987,234461512,1,244313275,244318443,3,1
13,44659272,44662756,13,50283555,50287289,0,0
1,87881222,87882722,1,110269319,110272812,0,0
13,97087016,97089855,13,97340933,97347565,4,1
2,236119380,236124102,2,88684768,88689269,0,0
14,105817134,105824750,14,105837773,105839273,3,1
12,66365223,66369914,12,66386593,66390288,4,1
12,10828847,10830347,12,10839632,10847036,4,1
4,182921968,182923932,4,182930231,182934464,5,1
7,46434612,46436664,7,28097398,28098898,0,0
X,97613664,97616433,X,97621489,97622989,3,1
4,175169928,175171557,4,128769574,128776144,0,0
6,124877954,124881079,6,125041417,125047783,3,1
13,45361553,45364947,13,45368607,45372063,8,1
9,36141524,36144439,9,73467042,73472222,0,0
8,69987810,69992389,8,70057931,70062063,4,1
5,28210460,28212882,5,94334178,94336190,0,0
14,26728043,26730526,14,103242847,103245555,0,0
14,90077076,90078576,14,102061976,102065027,0,0
18,24244332,24249044,18,52152932,52155366,0,0
12,122899068,122901165,12,13927039,13931177,0,0
3,160012099,160013599,3,3701800,3703300,0,0
6,122020250,122022033,6,55348028,55351568,0,0
6,92194177,92195677,6,22873522,22875691,0,0
16,31031234,31040176,16,31084455,31087321,3,1
22,22987628,22989522,22,38127458,38129088,0,0
2,86219633,86222764,2,86259470,86261228,3,1
1,11347667,11356212,1,176484582,176486082,0,0
7,19627214,19633064,7,19662536,19668776,3,1
21,45468757,45475465,21,45687707,45695911,3,1
4,107816052,107818928,4,107820477,107821977,4,1
1,165372282,165374848,1,60316160,60318583,0,0
8,10600924,10602990,8,131430577,131434585,0,0
21,32304489,32308609,21,32360507,32366081,4,1
7,32453822,32456224,7,135741306,135744759,0,0
11,27891918,27894937,11,27923431,27928568,3,1
2,145471234,145472734,2,134639986,134641486,0,0
4,74080714,74082214,4,10662720,10666605,0,0
2,127100102,127103133,2,56683737,56685237,0,0
21,19562222,19564855,21,19582526,19586601,3,1
16,82180862,82183747,16,31099521,31103956,0,0
17,27905074,27907809,17,28244859,28249743,3,1
17,5191323,5193211,17,58503104,58507634,0,0
6,41393025,41397100,6,26259682,26261182,0,0
9,29919178,29921990,9,125914076,125919420,0,0
7,144431922,144433422,7,78973703,78975203,0,0
18,73809398,73810898,18,22116783,22119752,0,0
22,41955964,41961202,22,42110995,42117926,4,1
11,4507988,4509488,11,72924473,72928523,0,0
17,43643228,43646377,17,43657422,43659430,3,1
11,108083015,108084515,11,65363835,65367466,0,0
3,124404199,124409418,3,124446074,124450551,3,1
17,81701525,81711415,17,45177528,45180012,0,0
11,100801337,100804081,11,103191838,103194036,0,0
2,98163068,98164568,2,239454052,239455895,0,0
17,48607239,48611980,17,48612250,48618546,5,1
14,90432468,90433968,14,83576221,83578155,0,0
19,17991549,17997034,19,18165453,18173338,3,1
8,74522539,74525453,8,74573484,74579371,4,1
17,7742861,7748683,17,7755763,7757263,4,1
2,117849412,117853245,2,239990538,239992457,0,0
5,26126581,26129304,5,103373234,103378870,0,0
17,3940319,3942231,17,5107784,5111401,0,0
7,85856429,85858554,7,85865699,85869715,6,1
6,40234177,40235677,6,153771789,153774703,0,0
18,6741974,6744185,18,6745429,6752432,4,1
7,93218586,93225289,7,93226432,93231068,8,1
6,30188281,30191220,6,30193388,30200037,4,1
8,66466079,66471378,8,49143900,49147911,0,0
11,14231929,14237133,11,14242245,14243745,3,1
3,123233598,123235098,3,163296243,163297743,0,0
13,105651028,105658113,13,105659557,105662672,7,1
13,113437020,113438520,13,106836086,106837586,0,0
2,13045512,13048936,2,21360242,21362472,0,0
12,17777359,17778859,12,91034510,91036749,0,0
7,13210911,13212411,7,139634329,139635829,0,0
5,30174671,30176171,5,101535504,101537004,0,0
12,23442064,23444798,12,53381016,53383630,0,0
6,128756118,128760076,6,141844742,141846353,0,0
13,101940010,101943876,13,101956989,101961199,7,1
X,48913358,48919766,X,49029220,49034962,3,1
20,50849660,50854250,20,50866411,50869400,5,1
4,39957437,39961750,4,22867007,22868507,0,0
19,19432497,19433997,19,55920705,55922205,0,0
4,27953503,27955003,4,158245058,158250077,0,0
7,33861128,33862628,7,33888165,33893065,4,1
22,40449190,40450690,22,37020419,37022841,0,0
11,115545217,115547980,11,44533691,44535905,0,0
19,11693276,11695900,19,11696164,11698606,5,1
6,37042094,37044519,6,37207435,37211558,4,1
5,31864646,31873818,5,31889738,31893256,4,1
12,117548272,117552754,12,117560053,117564604,3,1
4,4674892,4679518,4,4719950,4726928,6,1
7,7323335,7327378,7,7333017,7341249,4,1
7,148834419,148841382,7,148856561,148861848,3,1
11,48169530,48171030,11,42561949,42563816,0,0
21,23149565,23154138,21,44901507,44904112,0,0
12,112953,115439,12,8580493,8581993,0,0
16,9436782,9440768,16,29988519,29992999,0,0
18,70407873,70412225,18,70425725,70429358,3,1
5,138764810,138766905,5,138800360,138809031,4,1
20,34127683,34129233,20,62047760,62050301,0,0
2,214664360,214665860,2,65218963,65221647,0,0
6,127698457,127701459,6,139788411,139790240,0,0
6,43711126,43712626,6,43744466,43760598,3,1
4,42998384,42999884,4,43002176,43005204,3,1
12,130693795,130696549,12,13601267,13604127,0,0
2,160239359,160247252,2,160346776,160351038,3,1
4,176828172,176831774,4,176859723,176861885,3,1
16,87064508,87066592,16,88766025,88770609,0,0
17,66693387,66697197,17,66713467,66716660,3,1
X,35247726,35249226,X,124465926,124467426,0,0
19,56252486,56254593,19,56274109,56278117,3,1
2,176421306,176428872,2,176430594,176436904,13,1
7,749864,758179,7,760708,762208,8,1
6,122380723,122382811,6,158420130,158421630,0,0
18,27079998,27083785,18,27094169,27097756,5,1
21,44650574,44652074,21,21285394,21287679,0,0
7,36396770,36398270,7,21678052,21681018,0,0
4,47441971,47447184,4,47455450,47460437,6,1
22,17378718,17383047,22,22256023,22257523,0,0
9,91823256,91824756,9,128553922,128555602,0,0
7,103571170,103574383,7,80151705,80153205,0,0
20,34529094,34533374,20,34541453,34544888,3,1
6,166124891,166126788,6,53728313,53729813,0,0
3,8524433,8526873,3,8540249,8544538,3,1
20,51987355,51991329,20,4802442,4804340,0,0
19,35665370,35669597,19,14912638,14914138,0,0
18,50320917,50322417,18,31335723,31338170,0,0
4,25485448,25488470,4,144857765,144860677,0,0
16,68308919,68311409,16,68508805,68511746,3,1
5,148738752,148743176,5,148955964,148961676,5,1
5,54047002,54048502,5,22602148,22606973,0,0
6,36376915,36378811,6,71000445,71001945,0,0
20,38550104,38555399,20,10157855,10159355,0,0
3,194461575,194465673,3,194516134,194521933,3,1
5,15795006,15798956,5,66433659,66435547,0,0
1,103320709,103324815,1,103339795,103342888,3,1
20,37551744,37556649,20,23130639,23132139,0,0
2,184872188,184873688,2,11099330,11101702,0,0
3,134121946,134124816,3,134126878,134130029,4,1
18,57644034,57646886,18,57648058,57651807,3,1
18,63904839,63908207,18,63935693,63937674,3,1
4,82744851,82746351,4,136274883,136276383,0,0
21,43963631,43966945,21,43977509,43985101,8,1
21,40224421,40226423,21,44301455,44305857,0,0
13,112929045,112932415,13,112935812,112938696,5,1
13,88066878,88069981,13,77482687,77487783,0,0
X,83188808,83193010,X,83198355,83199855,3,1
13,59585190,59588651,13,59677448,59679188,3,1
19,55339929,55343637,19,11775539,11777039,0,0
14,52311338,52314721,14,56808634,56810134,0,0
18,49406259,49410907,18,2419019,2423031,0,0
11,72024281,72026246,11,3929097,3935133,0,0
12,68248366,68251977,12,68291166,68294821,4,1
6,136303510,136306522,6,107744861,107746361,0,0
3,172575638,172577138,3,172595544,172597693,3,1
5,35547947,35552431,5,80436341,80438765,0,0
22,21799529,21802960,22,21814003,21819566,3,1
19,47689972,47693832,19,47697512,47700985,15,1
X,53007799,53010405,X,53011655,53013155,3,1
19,10152438,10155264,19,11499257,11500757,0,0
3,197498072,197499572,3,28779601,28781439,0,0
22,25951456,25954183,22,26039884,26043750,4,1
9,91705256,91708550,9,91721947,91727918,3,1
22,26716074,26719552,22,27901525,27905047,0,0
1,111932983,111939896,1,111974532,111976032,3,1
14,30103247,30104747,14,60780850,60782618,0,0
8,16915115,16916673,8,141308550,141311889,0,0
19,13879471,13882248,19,14048097,14053470,6,1
14,59277119,59278619,14,59280474,59282625,3,1
13,109930589,109934237,13,109945645,109947482,4,1
4,52394887,52396387,4,25524543,25527875,0,0
9,101952277,101958406,9,101968337,101973710,6,1
16,73241639,73247090,16,30747196,30748696,0,0
5,81100422,81101922,5,125024042,125026054,0,0
5,141797561,141801353,5,141805381,141810881,7,1
12,55087758,55090908,12,55142663,55150715,5,1
22,18965116,18968214,22,49546286,49547786,0,0
6,780601,785892,6,787567,791102,5,1
X,41151220,41161368,X,41252248,41254763,3,1
9,120696110,120700049,9,100144689,100146189,0,0
5,140854966,140857381,5,141039517,141042781,3,1
1,27894570,27898531,1,27370422,27377278,0,0
20,53612727,53615390,20,61957439,61958939,0,0
4,16154130,16159107,4,16162726,16164812,3,1
6,19625859,19627790,6,24292871,24295036,0,0
17,55525746,55528430,17,55552824,55556940,8,1
4,29279207,29282205,4,62947819,62950622,0,0
7,66153105,66155414,7,66161858,66163358,3,1
16,4570338,4573759,16,4646882,4651312,3,1
11,119742801,119746667,11,96015487,96016987,0,0
18,6491378,6496354,18,6537899,6546155,3,1
7,69289809,69291309,7,69293060,69295851,3,1
18,5783779,5792732,18,5808579,5812962,5,1
16,80227027,80229719,16,80376115,80378540,3,1
3,165268655,165271677,3,176813417,176816619,0,0
2,192611844,192613669,2,200485982,200487988,0,0
21,38995530,38997030,21,16374223,16376399,0,0
9,69654536,69656447,9,9862734,9865227,0,0
13,44342532,44344032,13,43858379,43859879,0,0
13,83019955,83022770,13,111884614,111886114,0,0
11,87082727,87086811,11,102025337,102028140,0,0
X,80885602,80887423,X,155679819,155682586,0,0
12,98672873,98676625,12,60749799,60753287,0,0
12,84436932,84440324,12,83086891,83089399,0,0
7,148639940,148645307,7,62992379,62993879,0,0
21,32378367,32385234,21,32385643,32388662,11,1
21,38473124,38476504,21,38478843,38484024,3,1
19,39984179,39989935,19,39995830,40001707,4,1
20,50469101,50473178,20,56330953,56332453,0,0
5,149834804,149838610,5,149889936,149894148,3,1
11,121458271,121463091,11,121556494,121561462,3,1
20,36068608,36072582,20,36198886,36201968,3,1
4,168967611,168970246,4,19574903,19576403,0,0
7,37049431,37050931,7,41016095,41020126,0,0
3,17632656,17635911,3,124237222,124238722,0,0
22,27510541,27514453,22,27515151,27518075,10,1
19,28613411,28615383,19,28631498,28636463,3,1
9,35695305,35702169,9,35732389,35742450,12,1
3,90005545,90007045,3,32512326,32513826,0,0
7,112128436,112132747,7,143410845,143413990,0,0
3,79279625,79281716,3,82884154,82886960,0,0
9,113625326,113628348,9,113669501,113676596,4,1
11,47052225,47056653,11,47160200,47162517,3,1
3,173752548,173756109,3,58823595,58826072,0,0
17,19246351,19248971,17,10956590,10958774,0,0
9,106601638,106606370,9,106611698,106616206,5,1
7,148885121,148888132,7,129439101,129442223,0,0
4,171658965,171660704,4,121391586,121393086,0,0
12,95772033,95776682,12,16765211,16769766,0,0
16,75185452,75188217,16,5404078,5405578,0,0
21,45918629,45924466,21,37869637,37871137,0,0
16,57899166,57902111,16,57938231,57942459,3,1
7,41710781,41712595,7,41739868,41744558,3,1
7,99331518,99334232,7,99446331,99451007,4,1
22,35408535,35410035,22,46175395,46181949,0,0
20,43498565,43501455,20,43510624,43518335,7,1
14,23481345,23487510,14,23534500,23536000,4,1
11,102717868,102723592,11,102731438,102734270,5,1
2,173081509,173083009,2,173083522,173085638,3,1
20,45258417,45261560,20,24613353,24614864,0,0
16,61431319,61433290,16,69633937,69638744,0,0
5,106410030,106411530,5,6983443,6984943,0,0
3,90065863,90067363,3,158051191,158052691,0,0
18,50616812,50622779,18,50655668,50658191,6,1
1,200965036,200972021,1,201112641,201120988,5,1
6,69307444,69308944,6,50484647,50486147,0,0
6,32161910,32168962,6,10845311,10848289,0,0
3,150645559,150649368,3,150662571,150664788,3,1
3,9498204,9504102,3,9598691,9604626,9,1
8,37812384,37815637,8,47412666,47415406,0,0
1,32349964,32354315,1,11123890,11126420,0,0
17,38717882,38721517,17,77145377,77150117,0,0
3,189052924,189056698,3,195135376,195137799,0,0
12,129644569,129646069,12,95618468,95625087,0,0
19,49302749,49305596,19,9406552,9408052,0,0
8,22407104,22410588,8,29292238,29293738,0,0
18,52989278,52992506,18,53002584,53009024,4,1
2,119659510,119662359,2,59096287,59098342,0,0
9,655813,657313,9,109668346,109671104,0,0
8,61708193,61709693,8,74343513,74346390,0,0
9,134817722,134820983,9,134914571,134919870,4,1
21,24948676,24952075,21,33614630,33616130,0,0
13,106324166,106329296,13,106330639,106333522,6,1
13,110210379,110211879,13,43519531,43521031,0,0
Y,10915083,10916583,Y,11326988,11330581,4,1
17,66415959,66419786,17,14220522,14223327,0,0
13,98853069,98859738,13,98861633,98866017,3,1
X,38066718,38071080,X,38083814,38086514,3,1
8,33404414,33405914,8,103635291,103637700,0,0
9,130484053,130489294,9,130494448,130496684,9,1
5,142909482,142916650,5,142920953,142923067,8,1
7,33840567,33842947,7,13437554,13442466,0,0
13,107746561,107749772,13,94604070,94608109,0,0
1,97530013,97534947,1,97555010,97556510,4,1
8,139738183,139739683,8,62110191,62111691,0,0
4,69159125,69161226,4,1122971,1125049,0,0
2,73210607,73216092,2,73252648,73254148,3,1
9,126856283,126860781,9,127391110,127396461,3,1
4,155359112,155363799,4,155374967,155378268,4,1
9,126671548,126679313,9,126703097,126706672,8,1
12,2016747,2022943,12,18568191,18572125,0,0
9,94599627,94604603,9,94610841,94613891,5,1
11,56440616,56442950,11,110812858,110814401,0,0
6,137944067,137949076,6,137979418,137983948,3,1
X,47859719,47862253,X,123085147,123087878,0,0
1,78041184,78044233,1,78045064,78047406,4,1
11,131790124,131800487,11,132050959,132060836,3,1
22,22154236,22159726,22,22213973,22220920,6,1
6,15667573,15669073,6,98797546,98799049,0,0
17,27626387,27627887,17,27631956,27636909,3,1
16,68092894,68095215,16,68104220,68108314,4,1
1,201753835,201755335,1,24456399,24457899,0,0
16,60670344,60671844,16,29776117,29777892,0,0
19,38833623,38836348,19,57387460,57391526,0,0
4,152500309,152501986,4,165845940,165847440,0,0
8,128299372,128304215,8,101568684,101570184,0,0
12,64176546,64179396,12,64189793,64195832,3,1
22,26019209,26020709,22,40067143,40068643,0,0
1,59179078,59184704,1,59193429,59198962,9,1
20,35346047,35352725,20,35359117,35361684,6,1
13,91935335,91937372,13,84767116,84768616,0,0
19,33969043,33970543,19,43911951,43916494,0,0
13,20126078,20129372,13,92635213,92636713,0,0
8,4213208,4216051,8,106855947,106857447,0,0
9,120145760,120149197,9,120152847,120155390,4,1
19,43990001,43991501,19,9054621,9056121,0,0
X,151285779,151290964,X,53869822,53872960,0,0
3,2927159,2934458,3,10404962,10406462,0,0
1,19999586,20003634,1,20092031,20095617,3,1
22,28055525,28058770,22,28089790,28094150,3,1
14,69879930,69881735,14,104904089,104905589,0,0
17,79016255,79020683,17,79026684,79030201,20,1
19,19379571,19381071,19,4038999,4044323,0,0
17,5743354,5746471,17,5765708,5768733,6,1
18,11760481,11766367,18,25059862,25061362,0,0
19,3300029,3301529,19,6107210,6109849,0,0
X,24885740,24889493,X,24926039,24933101,3,1
12,112412987,112414487,12,18584332,18586343,0,0
6,42238509,42240443,6,42242484,42246592,3,1
6,53441939,53448398,6,53449409,53452328,6,1
21,15698818,15705442,21,27277029,27278529,0,0
1,53066346,53069667,1,48114749,48117533,0,0
16,89324552,89326052,16,76646280,76647849,0,0
19,58473169,58474669,19,37655454,37656954,0,0
X,52378008,52382906,X,52402790,52407054,3,1
13,79681139,79682639,13,78565839,78568346,0,0
1,97630437,97634070,1,201883649,201888644,0,0
12,127918437,127919937,12,77563518,77565958,0,0
4,148941358,148942858,4,102652374,102656606,0,0
Y,11308346,11314446,Y,56830486,56841170,38,1
6,40311620,40313120,6,40314070,40319510,4,1
4,109989931,109992685,4,95105426,95106926,0,0
12,114139810,114142346,12,114446404,114450092,3,1
21,15033929,15035859,21,33643145,33646204,0,0
16,72658408,72660500,16,72665909,72669532,4,1
21,14119484,14120984,21,14121951,14124525,3,1
20,655131,656631,20,736383,740983,4,1
2,76838643,76840143,2,206988695,206990712,0,0
22,44424060,44425560,22,23551085,23552585,0,0
1,93145178,93150327,1,93158961,93160461,5,1
1,37685091,37688671,1,37726933,37732472,3,1
13,109608001,109611591,13,109625678,109629754,3,1
19,46166618,46170478,19,46194491,46198505,3,1
X,154376446,154377946,X,154464384,154467986,3,1
3,130337721,130343845,3,187887463,187890852,0,0
4,146086172,146090806,4,165730118,165731618,0,0
11,42150615,42153263,11,128959552,128961052,0,0
14,57629188,57632253,14,35367405,35370253,0,0
1,172607577,172612014,1,172636029,172640204,5,1
17,2927096,2930816,17,3005605,3007768,3,1
Y,11316110,11317610,Y,11333614,11335114,7,1
7,22106720,22114779,7,22124112,22127942,5,1
18,9744836,9746463,18,9747758,9754650,4,1
12,52168736,52173735,12,52217521,52221985,3,1
1,24167643,24169143,1,103294643,103297687,0,0
17,74521977,74529955,17,74647432,74652082,3,1
16,73881421,73882921,16,73885809,73887977,3,1
19,28057850,28059350,19,1596736,1598236,0,0
14,68677605,68679105,14,49842577,49847359,0,0
8,91453392,91457129,8,79616510,79618834,0,0
22,44694692,44700100,22,44718151,44719651,4,1
4,11415724,11419328,4,11430262,11438712,9,1
21,28667053,28671345,21,28684015,28685544,3,1
8,144217188,144225209,8,144832153,144841184,3,1
12,60467632,60471812,12,101464337,101465837,0,0
16,1580254,1585306,16,1601533,1605918,4,1
12,53405911,53407411,12,53410471,53413705,5,1
20,1868542,1870878,20,56164472,56168402,0,0
12,16086655,16089709,12,16096939,16098439,3,1
1,91974805,91976348,1,91976833,91980124,3,1
11,30056958,30058458,11,30088500,30095383,3,1
13,66970118,66972671,13,66975843,66978082,4,1
20,57609300,57613861,20,57644644,57648589,5,1
7,128888379,128891471,7,128893013,128897311,3,1
9,136275636,136280229,9,115326336,115327836,0,0
17,69421131,69422631,17,69375965,69377465,0,0
13,43854606,43856106,13,43872058,43876721,3,1
3,16200853,16208564,3,144550667,144552167,0,0
21,20886424,20888204,21,36853829,36856468,0,0
20,40807428,40813583,20,40814975,40819679,13,1
2,223443238,223447584,2,223571456,223574045,3,1
16,99789,101289,16,102381,103881,5,1
17,29930699,29932199,17,29948739,29966461,8,1
Y,11322735,11326635,Y,56867147,56871692,0,0
22,39609135,39610769,22,40514599,40516099,0,0
9,129218701,129222705,9,129746249,129756967,3,1
2,138323115,138327573,2,138342085,138346322,3,1
X,118489314,118494148,X,118580523,118584992,3,1
11,46888536,46890254,11,46961081,46966722,3,1
22,45031403,45035213,22,36970517,36972991,0,0
13,51120375,51121875,13,108704478,108708396,0,0
21,27389807,27392108,21,27395238,27398391,4,1
X,54536317,54540062,X,54613631,54615182,3,1
18,72581568,72585532,18,72586884,72590614,4,1
11,37978438,37979938,11,120395027,120396527,0,0
20,35267669,35272242,20,48921264,48928054,0,0
19,37484578,37489074,19,10349967,10351467,0,0
5,54686999,54689297,5,54691345,54693816,3,1
13,67656091,67658141,13,97703855,97705355,0,0
8,123857669,123860076,8,123945901,123957255,3,1
8,42177254,42179449,8,25823729,25825229,0,0
13,41000795,41002635,13,96244270,96245857,0,0
X,13411446,13412946,X,13416582,13422841,4,1
14,22276757,22279093,14,22317782,22320729,5,1
X,13839062,13844722,X,13850813,13853878,3,1
21,23759147,23762797,21,23765730,23767230,3,1
5,10789199,10796887,5,10835412,10839314,3,1
7,115630284,115633724,7,115654538,115660193,3,1
9,106465998,106467803,9,106479529,106483109,3,1
X,24333575,24336493,X,137356423,137366294,0,0
5,40845600,40850575,5,40872237,40874809,3,1
7,159153644,159156418,7,159167994,159171501,5,1
5,39947348,39949856,5,39973630,39977299,4,1
4,1226614,1228398,4,102197706,102201484,0,0
22,31094953,31096453,22,17110035,17112095,0,0
9,113473167,113479779,9,113504446,113506265,3,1
22,22369388,22375342,22,22429256,22433810,4,1
4,154684873,154689535,4,154758424,154765893,3,1
20,10892136,10893636,20,25857885,25860376,0,0
21,28538388,28540693,21,28547659,28552347,4,1
8,142593421,142605440,8,142622460,142625650,13,1
17,12903833,12906541,17,10135839,10137342,0,0
18,71192110,71194490,18,62299772,62303667,0,0
4,113480435,113482642,4,131242779,131244279,0,0
22,17710394,17713692,22,43486594,43491035,0,0
18,62176103,62181493,18,62236523,62241458,3,1
13,70307989,70312154,13,70315111,70318631,6,1
7,153172136,153177133,7,153178474,153183226,4,1
8,131036374,131041972,8,131242924,131247694,5,1
12,44247457,44249535,12,68893044,68894544,0,0
12,76099018,76102365,12,95842006,95845902,0,0
7,72306965,72312715,7,122934419,122937206,0,0
16,81434282,81438155,16,81570033,81580920,3,1
